0.000,-0.035
0.004,-0.145
0.008,-0.175
0.012,-0.175
0.016,-0.175
0.020,-0.160
0.024,-0.145
0.028,-0.145
0.032,-0.145
0.036,-0.140
0.040,-0.135
0.044,-0.125
0.048,-0.110
0.052,-0.085
0.056,-0.100
0.060,-0.205
0.064,-0.345
0.068,-0.545
0.072,-0.630
0.076,-0.545
0.080,-0.215
0.084,0.390
0.088,1.155
0.092,2.070
0.096,2.700
0.100,3.105
0.104,3.135
0.108,2.920
0.112,2.185
0.116,1.175
0.120,0.590
0.124,0.180
0.128,-0.025
0.132,-0.165
0.136,-0.215
0.140,-0.240
0.144,-0.245
0.148,-0.250
0.152,-0.255
0.156,-0.255
0.160,-0.255
0.164,-0.255
0.168,-0.260
0.172,-0.265
0.176,-0.265
0.180,-0.265
0.184,-0.265
0.188,-0.265
0.192,-0.265
0.196,-0.265
0.200,-0.270
0.204,-0.275
0.208,-0.265
0.212,-0.255
0.216,-0.255
0.220,-0.255
0.224,-0.245
0.228,-0.235
0.232,-0.235
0.236,-0.235
0.240,-0.225
0.244,-0.215
0.248,-0.210
0.252,-0.205
0.256,-0.205
0.260,-0.205
0.264,-0.205
0.268,-0.205
0.272,-0.200
0.276,-0.195
0.280,-0.190
0.284,-0.180
0.288,-0.170
0.292,-0.160
0.296,-0.150
0.300,-0.135
0.304,-0.120
0.308,-0.105
0.312,-0.090
0.316,-0.085
0.320,-0.080
0.324,-0.060
0.328,-0.040
0.332,-0.030
0.336,-0.015
0.340,0.010
0.344,0.035
0.348,0.040
0.352,0.045
0.356,0.070
0.360,0.095
0.364,0.100
0.368,0.105
0.372,0.115
0.376,0.125
0.380,0.115
0.384,0.105
0.388,0.100
0.392,0.095
0.396,0.085
0.400,0.070
0.404,0.055
0.408,0.040
0.412,0.025
0.416,0.010
0.420,-0.015
0.424,-0.025
0.428,-0.025
0.432,-0.025
0.436,-0.025
0.440,-0.025
0.444,-0.025
0.448,-0.025
0.452,-0.030
0.456,-0.035
0.460,-0.030
0.464,-0.020
0.468,-0.010
0.472,-0.005
0.476,-0.005
0.480,-0.010
0.484,-0.020
0.488,-0.020
0.492,-0.010
0.496,-0.005
0.500,-0.005
0.504,-0.010
0.508,-0.015
0.512,0.000
0.516,0.015
0.520,0.035
0.524,0.055
0.528,0.060
0.532,0.065
0.536,0.075
0.540,0.095
0.544,0.140
0.548,0.165
0.552,0.130
0.556,0.105
0.560,0.100
0.564,0.080
0.568,0.040
0.572,0.010
0.576,-0.005
0.580,-0.020
0.584,-0.035
0.588,-0.055
0.592,-0.080
0.596,-0.120
0.600,-0.165
0.604,-0.190
0.608,-0.200
0.612,-0.200
0.616,-0.190
0.620,-0.185
0.624,-0.180
0.628,-0.175
0.632,-0.175
0.636,-0.175
0.640,-0.175
0.644,-0.170
0.648,-0.160
0.652,-0.160
0.656,-0.170
0.660,-0.390
0.664,-0.620
0.668,-0.660
0.672,-0.685
0.676,-0.310
0.680,0.105
0.684,1.025
0.688,1.905
0.692,2.490
0.696,2.985
0.700,3.045
0.704,2.895
0.708,1.980
0.712,1.140
0.716,0.510
0.720,0.025
0.724,-0.150
0.728,-0.275
0.732,-0.320
0.736,-0.345
0.740,-0.345
0.744,-0.345
0.748,-0.350
0.752,-0.355
0.756,-0.355
0.760,-0.355
0.764,-0.360
0.768,-0.365
0.772,-0.360
0.776,-0.355
0.780,-0.355
0.784,-0.355
0.788,-0.350
0.792,-0.345
0.796,-0.350
0.800,-0.350
0.804,-0.340
0.808,-0.335
0.812,-0.335
0.816,-0.335
0.820,-0.330
0.824,-0.325
0.828,-0.325
0.832,-0.325
0.836,-0.315
0.840,-0.315
0.844,-0.315
0.848,-0.315
0.852,-0.315
0.856,-0.310
0.860,-0.305
0.864,-0.305
0.868,-0.305
0.872,-0.290
0.876,-0.275
0.880,-0.275
0.884,-0.275
0.888,-0.265
0.892,-0.255
0.896,-0.250
0.900,-0.235
0.904,-0.210
0.908,-0.195
0.912,-0.190
0.916,-0.180
0.920,-0.165
0.924,-0.150
0.928,-0.140
0.932,-0.120
0.936,-0.090
0.940,-0.070
0.944,-0.055
0.948,-0.035
0.952,-0.020
0.956,-0.005
0.960,0.020
0.964,0.025
0.968,0.025
0.972,0.025
0.976,0.025
0.980,0.020
0.984,0.010
0.988,0.000
0.992,-0.010
0.996,-0.035
1.000,-0.015
1.004,-0.075
1.008,-0.085
1.012,-0.100
1.016,-0.115
1.020,-0.110
1.024,-0.105
1.028,-0.105
1.032,-0.105
1.036,-0.100
1.040,-0.095
1.044,-0.095
1.048,-0.095
1.052,-0.090
1.056,-0.085
1.060,-0.080
1.064,-0.075
1.068,-0.085
1.072,-0.095
1.076,-0.090
1.080,-0.085
1.084,-0.085
1.088,-0.080
1.092,-0.070
1.096,-0.060
1.100,-0.045
1.104,-0.025
1.108,-0.005
1.112,0.005
1.116,0.000
1.120,0.000
1.124,0.010
1.128,0.055
1.132,0.110
1.136,0.110
1.140,0.090
1.144,0.070
1.148,0.050
1.152,0.020
1.156,-0.010
1.160,-0.035
1.164,-0.060
1.168,-0.090
1.172,-0.115
1.176,-0.130
1.180,-0.145
1.184,-0.180
1.188,-0.215
1.192,-0.230
1.196,-0.245
1.200,-0.245
1.204,-0.245
1.208,-0.240
1.212,-0.235
1.216,-0.245
1.220,-0.250
1.224,-0.215
1.228,-0.195
1.232,-0.190
1.236,-0.185
1.240,-0.190
1.244,-0.300
1.248,-0.540
1.252,-0.675
1.256,-0.695
1.260,-0.460
1.264,-0.005
1.268,0.740
1.272,1.675
1.276,2.315
1.280,2.785
1.284,2.945
1.288,2.965
1.292,2.320
1.296,1.425
1.300,0.775
1.304,0.195
1.308,-0.045
1.312,-0.220
1.316,-0.295
1.320,-0.360
1.324,-0.375
1.328,-0.390
1.332,-0.380
1.336,-0.355
1.340,-0.340
1.344,-0.325
1.348,-0.335
1.352,-0.345
1.356,-0.345
1.360,-0.345
1.364,-0.350
1.368,-0.355
1.372,-0.345
1.376,-0.340
1.380,-0.370
1.384,-0.395
1.388,-0.385
1.392,-0.365
1.396,-0.330
1.400,-0.305
1.404,-0.295
1.408,-0.295
1.412,-0.325
1.416,-0.345
1.420,-0.350
1.424,-0.345
1.428,-0.320
1.432,-0.300
1.436,-0.285
1.440,-0.280
1.444,-0.290
1.448,-0.295
1.452,-0.295
1.456,-0.285
1.460,-0.260
1.464,-0.255
1.468,-0.255
1.472,-0.255
1.476,-0.255
1.480,-0.245
1.484,-0.230
1.488,-0.220
1.492,-0.210
1.496,-0.185
1.500,-0.205
1.504,-0.135
1.508,-0.115
1.512,-0.110
1.516,-0.105
1.520,-0.080
1.524,-0.055
1.528,-0.045
1.532,-0.030
1.536,0.005
1.540,0.035
1.544,0.050
1.548,0.060
1.552,0.035
1.556,0.025
1.560,0.060
1.564,0.085
1.568,0.080
1.572,0.065
1.576,0.040
1.580,0.015
1.584,-0.020
1.588,-0.030
1.592,-0.015
1.596,-0.010
1.600,-0.025
1.604,-0.040
1.608,-0.050
1.612,-0.050
1.616,-0.040
1.620,-0.035
1.624,-0.030
1.628,-0.040
1.632,-0.065
1.636,-0.065
1.640,-0.050
1.644,-0.035
1.648,-0.020
1.652,-0.005
1.656,0.010
1.660,0.010
1.664,0.000
1.668,-0.025
1.672,-0.045
1.676,-0.035
1.680,-0.025
1.684,0.000
1.688,0.025
1.692,0.020
1.696,0.015
1.700,0.025
1.704,0.040
1.708,0.070
1.712,0.105
1.716,0.165
1.720,0.195
1.724,0.160
1.728,0.130
1.732,0.110
1.736,0.085
1.740,0.060
1.744,0.040
1.748,0.020
1.752,0.010
1.756,0.020
1.760,0.010
1.764,-0.030
1.768,-0.075
1.772,-0.130
1.776,-0.155
1.780,-0.150
1.784,-0.145
1.788,-0.145
1.792,-0.155
1.796,-0.170
1.800,-0.165
1.804,-0.150
1.808,-0.140
1.812,-0.130
1.816,-0.125
1.820,-0.130
1.824,-0.120
1.828,-0.100
1.832,-0.250
1.836,-0.415
1.840,-0.550
1.844,-0.665
1.848,-0.435
1.852,-0.130
1.856,0.780
1.860,1.645
1.864,2.310
1.868,2.880
1.872,3.065
1.876,2.990
1.880,2.130
1.884,1.325
1.888,0.640
1.892,0.115
1.896,-0.095
1.900,-0.235
1.904,-0.265
1.908,-0.285
1.912,-0.275
1.916,-0.265
1.920,-0.280
1.924,-0.285
1.928,-0.285
1.932,-0.285
1.936,-0.290
1.940,-0.290
1.944,-0.275
1.948,-0.270
1.952,-0.280
1.956,-0.285
1.960,-0.285
1.964,-0.285
1.968,-0.290
1.972,-0.290
1.976,-0.280
1.980,-0.275
1.984,-0.275
1.988,-0.270
1.992,-0.260
1.996,-0.255
2.000,-0.255
2.004,-0.260
2.008,-0.255
2.012,-0.255
2.016,-0.255
2.020,-0.245
2.024,-0.235
2.028,-0.235
2.032,-0.235
2.036,-0.240
2.040,-0.245
2.044,-0.220
2.048,-0.205
2.052,-0.195
2.056,-0.185
2.060,-0.190
2.064,-0.195
2.068,-0.190
2.072,-0.175
2.076,-0.145
2.080,-0.125
2.084,-0.125
2.088,-0.120
2.092,-0.105
2.096,-0.085
2.100,-0.065
2.104,-0.045
2.108,-0.025
2.112,-0.005
2.116,0.015
2.120,0.035
2.124,0.055
2.128,0.075
2.132,0.090
2.136,0.095
2.140,0.090
2.144,0.095
2.148,0.110
2.152,0.120
2.156,0.130
2.160,0.125
2.164,0.110
2.168,0.085
2.172,0.065
2.176,0.070
2.180,0.075
2.184,0.070
2.188,0.065
2.192,0.050
2.196,0.035
2.200,0.035
2.204,0.035
2.208,0.045
2.212,0.055
2.216,0.065
2.220,0.075
2.224,0.075
2.228,0.070
2.232,0.055
2.236,0.055
2.240,0.080
2.244,0.095
2.248,0.090
2.252,0.080
2.256,0.070
2.260,0.070
2.264,0.085
2.268,0.110
2.272,0.135
2.276,0.150
2.280,0.170
2.284,0.175
2.288,0.170
2.292,0.190
2.296,0.225
2.300,0.245
2.304,0.260
2.308,0.260
2.312,0.250
2.316,0.245
2.320,0.240
2.324,0.210
2.328,0.180
2.332,0.155
2.336,0.125
2.340,0.115
2.344,0.105
2.348,0.065
2.352,0.025
2.356,-0.005
2.360,-0.035
2.364,-0.035
2.368,-0.035
2.372,-0.015
2.376,0.005
2.380,0.000
2.384,-0.005
2.388,-0.015
2.392,-0.015
2.396,0.020
2.400,0.045
2.404,0.050
2.408,-0.025
2.412,-0.205
2.416,-0.350
2.420,-0.455
2.424,-0.380
2.428,-0.145
2.432,0.385
2.436,1.130
2.440,1.870
2.444,2.600
2.448,3.035
2.452,3.320
2.456,2.880
2.460,2.150
2.464,1.415
2.468,0.675
2.472,0.355
2.476,0.130
2.480,0.030
2.484,-0.045
2.488,-0.070
2.492,-0.090
2.496,-0.095
2.500,-0.095
2.504,-0.095
2.508,-0.085
2.512,-0.100
2.516,-0.115
2.520,-0.110
2.524,-0.105
2.528,-0.095
2.532,-0.085
2.536,-0.080
2.540,-0.075
2.544,-0.090
2.548,-0.105
2.552,-0.105
2.556,-0.100
2.560,-0.085
2.564,-0.075
2.568,-0.085
2.572,-0.095
2.576,-0.095
2.580,-0.095
2.584,-0.090
2.588,-0.080
2.592,-0.070
2.596,-0.065
2.600,-0.060
2.604,-0.050
2.608,-0.035
2.612,-0.025
2.616,-0.030
2.620,-0.035
2.624,-0.030
2.628,-0.020
2.632,-0.010
2.636,-0.005
2.640,0.000
2.644,0.015
2.648,0.030
2.652,0.040
2.656,0.050
2.660,0.060
2.664,0.070
2.668,0.080
2.672,0.085
2.676,0.110
2.680,0.135
2.684,0.120
2.688,0.110
2.692,0.150
2.696,0.185
2.700,0.205
2.704,0.225
2.708,0.230
2.712,0.240
2.716,0.270
2.720,0.295
2.724,0.300
2.728,0.305
2.732,0.300
2.736,0.295
2.740,0.295
2.744,0.290
2.748,0.275
2.752,0.265
2.756,0.260
2.760,0.250
2.764,0.235
2.768,0.220
2.772,0.210
2.776,0.200
2.780,0.180
2.784,0.175
2.788,0.180
2.792,0.185
2.796,0.185
2.800,0.190
2.804,0.200
2.808,0.205
2.812,0.210
2.816,0.210
2.820,0.200
2.824,0.195
2.828,0.200
2.832,0.205
2.836,0.205
2.840,0.190
2.844,0.175
2.848,0.180
2.852,0.185
2.856,0.195
2.860,0.205
2.864,0.215
2.868,0.230
2.872,0.260
2.876,0.280
2.880,0.260
2.884,0.245
2.888,0.255
2.892,0.275
2.896,0.320
2.900,0.345
2.904,0.355
2.908,0.360
2.912,0.340
2.916,0.310
2.920,0.275
2.924,0.245
2.928,0.220
2.932,0.195
2.936,0.175
2.940,0.140
2.944,0.100
2.948,0.065
2.952,0.030
2.956,0.015
2.960,0.010
2.964,0.010
2.968,0.020
2.972,0.025
2.976,0.020
2.980,0.015
2.984,0.015
2.988,0.025
2.992,0.040
2.996,0.060
3.000,0.045
3.004,-0.010
3.008,-0.110
3.012,-0.310
3.016,-0.490
3.020,-0.410
3.024,-0.230
3.028,0.545
3.032,1.320
3.036,2.110
3.040,2.785
3.044,3.085
3.048,3.140
3.052,2.545
3.056,1.890
3.060,1.115
3.064,0.520
3.068,0.225
3.072,0.025
3.076,-0.060
3.080,-0.115
3.084,-0.150
3.088,-0.165
3.092,-0.170
3.096,-0.175
3.100,-0.180
3.104,-0.185
3.108,-0.185
3.112,-0.185
3.116,-0.190
3.120,-0.195
3.124,-0.190
3.128,-0.185
3.132,-0.190
3.136,-0.195
3.140,-0.190
3.144,-0.185
3.148,-0.190
3.152,-0.195
3.156,-0.195
3.160,-0.195
3.164,-0.195
3.168,-0.195
3.172,-0.195
3.176,-0.195
3.180,-0.195
3.184,-0.190
3.188,-0.185
3.192,-0.180
3.196,-0.175
3.200,-0.185
3.204,-0.195
3.208,-0.180
3.212,-0.165
3.216,-0.170
3.220,-0.175
3.224,-0.165
3.228,-0.155
3.232,-0.145
3.236,-0.130
3.240,-0.110
3.244,-0.095
3.248,-0.090
3.252,-0.080
3.256,-0.070
3.260,-0.065
3.264,-0.060
3.268,-0.040
3.272,-0.015
3.276,0.000
3.280,0.010
3.284,0.025
3.288,0.040
3.292,0.055
3.296,0.070
3.300,0.090
3.304,0.110
3.308,0.125
3.312,0.140
3.316,0.140
3.320,0.130
3.324,0.125
3.328,0.120
3.332,0.100
3.336,0.075
3.340,0.070
3.344,0.065
3.348,0.050
3.352,0.035
3.356,0.015
3.360,-0.005
3.364,-0.015
3.368,-0.025
3.372,-0.015
3.376,-0.005
3.380,-0.020
3.384,-0.035
3.388,-0.030
3.392,-0.025
3.396,-0.025
3.400,-0.025
3.404,-0.030
3.408,-0.035
3.412,-0.030
3.416,-0.025
3.420,-0.025
3.424,-0.025
3.428,-0.025
3.432,-0.025
3.436,-0.030
3.440,-0.035
3.444,-0.035
3.448,-0.035
3.452,-0.035
3.456,-0.035
3.460,-0.035
3.464,-0.020
3.468,0.010
3.472,0.020
3.476,0.030
3.480,0.035
3.484,0.030
3.488,0.045
3.492,0.070
3.496,0.110
3.500,0.075
3.504,0.125
3.508,0.095
3.512,0.050
3.516,0.005
3.520,-0.005
3.524,-0.015
3.528,-0.035
3.532,-0.055
3.536,-0.070
3.540,-0.095
3.544,-0.140
3.548,-0.180
3.552,-0.200
3.556,-0.215
3.560,-0.205
3.564,-0.195
3.568,-0.200
3.572,-0.205
3.576,-0.195
3.580,-0.185
3.584,-0.185
3.588,-0.185
3.592,-0.180
3.596,-0.180
3.600,-0.190
3.604,-0.310
3.608,-0.505
3.612,-0.630
3.616,-0.715
3.620,-0.490
3.624,-0.130
3.628,0.675
3.632,1.630
3.636,2.275
3.640,2.845
3.644,2.925
3.648,2.910
3.652,2.080
3.656,1.155
3.660,0.600
3.664,0.065
3.668,-0.125
3.672,-0.305
3.676,-0.325
3.680,-0.345
3.684,-0.350
3.688,-0.355
3.692,-0.365
3.696,-0.375
3.700,-0.375
3.704,-0.375
3.708,-0.385
3.712,-0.395
3.716,-0.390
3.720,-0.385
3.724,-0.390
3.728,-0.395
